,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,native.country,income,capital.diff,age.group
17914,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,0,26-35
17915,Private,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,40,El-Salvador,<=50K,0,36-45
17916,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,36-45
17917,Private,Some-college,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K,0,46-55
17918,Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,White,Female,20,United-States,<=50K,0,36-45
17919,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0,56-65
17920,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,0,46-55
17921,Self-emp-not-inc,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0,46-55
17922,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,14,United-States,<=50K,0,36-45
17923,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,46-55
17924,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Male,40,United-States,<=50K,0,36-45
17925,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,20,United-States,<=50K,0,36-45
17926,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,38,United-States,<=50K,0,17-25
17927,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K,0,36-45
17928,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States,<=50K,0,26-35
17929,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,50,United-States,<=50K,0,26-35
17930,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0,36-45
17931,Self-emp-not-inc,Some-college,Never-married,Other-service,Not-in-family,White,Female,20,United-States,<=50K,0,36-45
17932,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,0,26-35
17933,Federal-gov,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,40,United-States,<=50K,0,46-55
17934,Federal-gov,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0,36-45
17935,Federal-gov,Masters,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,Nicaragua,<=50K,0,26-35
17936,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,0,26-35
17937,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,<=50K,0,36-45
17938,Local-gov,HS-grad,Divorced,Other-service,Own-child,Black,Female,40,United-States,<=50K,0,36-45
17939,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,35,United-States,<=50K,0,17-25
17940,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,0,17-25
17941,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0,46-55
17942,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,0,26-35
17943,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0,26-35
17944,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,0,56-65
17945,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0,46-55
17946,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0,36-45
17947,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,18,United-States,<=50K,0,17-25
17948,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,36-45
17949,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0,36-45
17950,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,>50K,0,46-55
17951,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,56-65
17952,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K,0,56-65
17953,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,47,United-States,<=50K,0,17-25
17954,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,0,46-55
17955,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,<=50K,0,26-35
17956,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,China,>50K,0,36-45
17957,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,<=50K,0,26-35
17958,Private,9th,Separated,Adm-clerical,Not-in-family,White,Male,48,United-States,<=50K,0,26-35
17959,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,0,26-35
17960,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,0,36-45
17961,Private,Bachelors,Married-spouse-absent,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,36,Philippines,>50K,0,46-55
17962,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0,36-45
17963,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,0,36-45
17964,Private,9th,Never-married,Other-service,Own-child,White,Male,30,United-States,<=50K,0,26-35
17965,Private,7th-8th,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0,17-25
17966,Private,HS-grad,Widowed,Prof-specialty,Not-in-family,White,Female,4,United-States,<=50K,0,56-65
17967,Self-emp-inc,Bachelors,Widowed,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,0,36-45
17968,Private,11th,Divorced,Prof-specialty,Unmarried,White,Female,35,United-States,<=50K,0,26-35
17969,Local-gov,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,0,26-35
17970,Private,10th,Never-married,Craft-repair,Own-child,White,Male,35,United-States,<=50K,0,36-45
17971,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,0,17-25
17972,Federal-gov,Doctorate,Separated,Prof-specialty,Unmarried,Black,Female,24,United-States,>50K,0,36-45
17973,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,17-25
17974,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,0,46-55
17975,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,<=50K,0,36-45
17976,Private,Bachelors,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,40,Dominican-Republic,<=50K,0,36-45
17977,Self-emp-not-inc,Masters,Never-married,Exec-managerial,Not-in-family,Black,Male,25,United-States,<=50K,0,46-55
17978,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,0,36-45
17979,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,35,United-States,<=50K,0,36-45
17980,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,<=50K,0,17-25
17981,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,84,United-States,<=50K,0,46-55
17982,Private,9th,Never-married,Other-service,Own-child,White,Female,50,Mexico,<=50K,0,17-25
17983,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0,36-45
17984,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,25,United-States,<=50K,0,17-25
17985,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,0,36-45
17986,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,0,26-35
17987,Local-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K,0,36-45
17988,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Female,25,United-States,<=50K,0,17-25
17989,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,0,36-45
17990,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0,17-25
17991,Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,0,26-35
17992,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,72,United-States,>50K,0,56-65
17993,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,0,36-45
17994,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,0,17-25
17995,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,32,United-States,>50K,0,36-45
17996,State-gov,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,48,United-States,<=50K,0,36-45
17997,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,45,United-States,<=50K,0,17-25
17998,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,0,26-35
17999,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K,0,46-55
18000,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0,46-55
18001,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,<=50K,0,17-25
18002,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,0,26-35
18003,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Female,15,United-States,<=50K,0,17-25
18004,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0,17-25
18005,Private,Bachelors,Divorced,Sales,Other-relative,White,Female,35,United-States,<=50K,0,46-55
18006,Private,12th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0,26-35
18007,Private,Some-college,Widowed,Other-service,Unmarried,White,Female,24,United-States,<=50K,0,56-65
18008,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Unmarried,White,Male,50,United-States,<=50K,0,36-45
18009,Private,7th-8th,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,40,Guatemala,<=50K,0,56-65
18010,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,>50K,0,36-45
18011,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,52,United-States,>50K,0,46-55
18012,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,>50K,0,36-45
18013,Private,Some-college,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,0,17-25
18014,Private,Masters,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,40,Mexico,<=50K,0,17-25
18015,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,26-35
18016,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,55,England,<=50K,0,46-55
18017,Private,1st-4th,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,12,Mexico,<=50K,0,46-55
18018,Private,HS-grad,Never-married,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,0,17-25
18019,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0,26-35
18020,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,17-25
18021,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,27,United-States,<=50K,0,17-25
18022,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,32,United-States,<=50K,0,17-25
18023,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,60,United-States,<=50K,0,56-65
18024,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,37,United-States,<=50K,0,46-55
18025,Private,7th-8th,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,0,66-90
18026,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,Male,38,United-States,>50K,0,46-55
18027,Local-gov,11th,Never-married,Other-service,Unmarried,White,Female,23,United-States,<=50K,0,36-45
18028,Private,HS-grad,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K,0,36-45
18029,Private,11th,Never-married,Sales,Own-child,White,Male,20,United-States,<=50K,0,
18030,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,<=50K,0,26-35
18031,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,0,26-35
18032,Private,HS-grad,Divorced,Other-service,Not-in-family,Black,Male,40,United-States,<=50K,0,46-55
18033,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,98,United-States,<=50K,0,17-25
18034,Private,Assoc-acdm,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,0,26-35
18035,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,0,66-90
18036,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0,36-45
18037,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,0,17-25
18038,Private,HS-grad,Never-married,Sales,Own-child,White,Female,35,United-States,<=50K,0,17-25
18039,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,38,Jamaica,<=50K,0,17-25
18040,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Male,50,United-States,<=50K,0,26-35
18041,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,75,United-States,<=50K,0,26-35
18042,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,0,17-25
18043,State-gov,HS-grad,Never-married,Other-service,Own-child,White,Female,21,United-States,<=50K,0,17-25
18044,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,40,United-States,<=50K,0,36-45
18045,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,40,United-States,<=50K,0,26-35
18046,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0,56-65
18047,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,0,36-45
18048,Private,Some-college,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,40,United-States,<=50K,0,36-45
18049,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,0,46-55
18050,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0,56-65
18051,Private,Some-college,Divorced,Exec-managerial,Not-in-family,Black,Male,40,United-States,<=50K,0,26-35
18052,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,>50K,0,56-65
18053,State-gov,Bachelors,Never-married,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K,0,36-45
18054,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,Iran,<=50K,0,36-45
18055,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0,46-55
18056,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,0,56-65
18057,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,0,26-35
18058,Private,HS-grad,Widowed,Exec-managerial,Not-in-family,Black,Female,35,United-States,<=50K,0,36-45
18059,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,0,17-25
18060,Private,HS-grad,Married-spouse-absent,Machine-op-inspct,Own-child,White,Female,40,Dominican-Republic,<=50K,0,17-25
18061,Private,HS-grad,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States,<=50K,0,46-55
18062,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Own-child,White,Male,20,United-States,<=50K,0,17-25
18063,Private,11th,Never-married,Handlers-cleaners,Other-relative,Black,Female,40,United-States,<=50K,0,36-45
18064,Federal-gov,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,53,United-States,<=50K,0,36-45
18065,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,<=50K,0,56-65
18066,Private,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,30,United-States,>50K,0,66-90
18067,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,England,>50K,0,66-90
18068,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,38,United-States,<=50K,0,56-65
18069,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,26-35
18070,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,36-45
18071,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,45,United-States,<=50K,0,17-25
18072,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,35,United-States,<=50K,0,26-35
18073,Private,12th,Never-married,Handlers-cleaners,Own-child,Black,Female,52,United-States,<=50K,0,17-25
18074,Federal-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,10,United-States,<=50K,0,17-25
18075,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,28,United-States,<=50K,0,17-25
18076,Local-gov,HS-grad,Never-married,Other-service,Unmarried,Black,Female,25,United-States,<=50K,0,26-35
18077,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,United-States,<=50K,0,56-65
18078,Private,10th,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0,56-65
18079,Local-gov,HS-grad,Never-married,Other-service,Own-child,White,Female,53,United-States,<=50K,0,17-25
18080,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0,56-65
18081,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,0,26-35
18082,Private,Some-college,Never-married,Prof-specialty,Unmarried,White,Male,40,United-States,<=50K,0,17-25
18083,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0,26-35
18084,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,>50K,0,17-25
18085,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,25,United-States,<=50K,0,17-25
18086,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,0,17-25
18087,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,0,46-55
18088,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,35,United-States,<=50K,0,26-35
18089,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,0,26-35
18090,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States,>50K,0,26-35
18091,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,17-25
18092,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,>50K,0,36-45
18093,Private,10th,Widowed,Adm-clerical,Not-in-family,White,Female,20,United-States,<=50K,0,66-90
18094,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0,17-25
18095,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0,36-45
18096,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K,0,46-55
18097,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,0,26-35
18098,Private,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,15,United-States,<=50K,0,56-65
18099,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,<=50K,0,17-25
18100,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0,46-55
18101,Private,10th,Widowed,Sales,Not-in-family,White,Female,20,United-States,<=50K,0,56-65
18102,Self-emp-not-inc,HS-grad,Never-married,Other-service,Not-in-family,White,Female,35,United-States,<=50K,0,26-35
18103,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,0,26-35
18104,State-gov,HS-grad,Never-married,Other-service,Own-child,Black,Male,42,United-States,<=50K,0,26-35
18105,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,<=50K,0,46-55
18106,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Portugal,<=50K,0,17-25
18107,State-gov,Doctorate,Separated,Prof-specialty,Unmarried,White,Female,40,United-States,>50K,0,36-45
18108,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,<=50K,0,26-35
18109,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,0,56-65
18110,Federal-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,30,United-States,<=50K,0,26-35
18111,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0,26-35
18112,State-gov,Doctorate,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,>50K,0,46-55
18113,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,36,United-States,<=50K,0,36-45
18114,Self-emp-not-inc,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K,0,56-65
18115,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,27,United-States,<=50K,0,26-35
18116,Private,Bachelors,Never-married,Sales,Own-child,Black,Female,25,United-States,<=50K,0,17-25
18117,Private,Some-college,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,40,United-States,<=50K,0,26-35
18118,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,0,36-45
18119,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,0,46-55
18120,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0,56-65
18121,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,<=50K,0,17-25
18122,Self-emp-not-inc,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Male,45,United-States,<=50K,0,17-25
18123,Self-emp-not-inc,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,20,United-States,<=50K,0,66-90
18124,Private,HS-grad,Widowed,Prof-specialty,Not-in-family,White,Female,35,United-States,<=50K,0,56-65
18125,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0,46-55
18126,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,Guatemala,<=50K,0,17-25
18127,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K,0,36-45
18128,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,0,46-55
18129,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,50,Portugal,>50K,0,17-25
18130,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,40,Thailand,<=50K,0,17-25
18131,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,24,United-States,<=50K,0,17-25
18132,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,0,26-35
18133,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,0,56-65
18134,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,30,United-States,<=50K,0,17-25
18135,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K,0,36-45
18136,Private,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,<=50K,0,56-65
18137,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,46-55
18138,Private,Some-college,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,40,China,<=50K,0,17-25
18139,Private,12th,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,0,46-55
18140,Private,Some-college,Never-married,Sales,Own-child,White,Female,8,United-States,<=50K,0,17-25
18141,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,<=50K,0,66-90
18142,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,0,36-45
18143,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,<=50K,0,26-35
18144,Local-gov,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K,0,46-55
18145,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,48,United-States,>50K,0,36-45
18146,Private,10th,Never-married,Other-service,Other-relative,White,Female,40,United-States,<=50K,0,17-25
18147,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,Other,Female,40,United-States,<=50K,0,26-35
18148,Private,Some-college,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,0,17-25
18149,Self-emp-not-inc,9th,Never-married,Prof-specialty,Not-in-family,White,Male,35,Mexico,<=50K,0,17-25
18150,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0,26-35
18151,Private,HS-grad,Separated,Handlers-cleaners,Not-in-family,Other,Male,30,United-States,<=50K,0,26-35
18152,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,46-55
18153,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,46-55
18154,Private,HS-grad,Widowed,Machine-op-inspct,Other-relative,Black,Female,40,Haiti,<=50K,0,56-65
18155,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K,0,56-65
18156,Self-emp-inc,HS-grad,Widowed,Other-service,Unmarried,White,Female,15,United-States,<=50K,0,66-90
18157,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,>50K,0,36-45
18158,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0,17-25
18159,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,0,17-25
18160,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,0,46-55
18161,Private,Some-college,Divorced,Other-service,Own-child,White,Female,44,United-States,<=50K,0,46-55
18162,Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,40,United-States,<=50K,0,46-55
18163,Private,Bachelors,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,30,United-States,<=50K,0,26-35
18164,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0,26-35
18165,State-gov,Bachelors,Separated,Exec-managerial,Not-in-family,White,Male,42,United-States,<=50K,0,26-35
18166,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0,36-45
